focus,state,year,result,male,female
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","California",1999,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","California",2000,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","California",2001,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","California",2002,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","California",2003,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","California",2004,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","California",2005,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","California",2006,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","California",2007,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","California",2008,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Colorado",1998,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Colorado",1999,18.7,21.5,20.2
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Colorado",2000,13.4,18.7,16.4
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Colorado",2001,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Colorado",2002,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Colorado",2003,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Colorado",2004,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Colorado",2005,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Colorado",2006,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Colorado",2007,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Colorado",2008,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Connecticut",1998,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Connecticut",1999,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Connecticut",2000,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Connecticut",2001,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Connecticut",2002,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Connecticut",2003,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Connecticut",2004,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Connecticut",2005,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Connecticut",2006,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Connecticut",2007,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Connecticut",2008,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Delaware",1998,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Delaware",1999,23.4,23.8,23.6
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Delaware",2000,27.8,29.7,28.9
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Delaware",2001,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Delaware",2002,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Delaware",2003,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Delaware",2004,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Delaware",2005,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Delaware",2006,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Delaware",2007,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Delaware",2008,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","District of Columbia",1998,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","District of Columbia",1999,23.4,33.2,30.0
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","District of Columbia",2000,18.9,25.1,22.7
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","District of Columbia",2001,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","District of Columbia",2002,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","District of Columbia",2003,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","District of Columbia",2004,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","District of Columbia",2005,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","District of Columbia",2006,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","District of Columbia",2007,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","District of Columbia",2008,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Florida",1998,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Florida",1999,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Florida",2000,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Florida",2001,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Florida",2002,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Florida",2003,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Florida",2004,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Florida",2005,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Florida",2006,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Florida",2007,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Florida",2008,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Georgia",1998,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Georgia",1999,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Georgia",2000,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Georgia",2001,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Georgia",2002,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Georgia",2003,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Georgia",2004,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Georgia",2005,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Georgia",2006,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Georgia",2007,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Georgia",2008,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Hawaii",1998,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Hawaii",1999,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Hawaii",2000,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Hawaii",2001,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Hawaii",2002,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Hawaii",2003,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Hawaii",2004,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Hawaii",2005,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Hawaii",2006,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Hawaii",2007,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Hawaii",2008,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Idaho",1998,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Idaho",1999,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Idaho",2000,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Idaho",2001,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Idaho",2002,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Idaho",2003,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Idaho",2004,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Idaho",2005,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Idaho",2006,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Idaho",2007,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Idaho",2008,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Illinois",1998,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Illinois",1999,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Illinois",2000,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Illinois",2001,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Illinois",2002,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Illinois",2003,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Illinois",2004,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Illinois",2005,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Illinois",2006,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Illinois",2007,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Illinois",2008,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Indiana",1998,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Indiana",1999,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Indiana",2000,34.4,36.2,35.4
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Indiana",2001,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Indiana",2002,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Indiana",2003,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Indiana",2004,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Indiana",2005,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Indiana",2006,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Indiana",2007,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Indiana",2008,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Iowa",1998,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Iowa",1999,28.5,27.1,27.7
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Iowa",2000,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Iowa",2001,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Iowa",2002,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Iowa",2003,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Iowa",2004,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Iowa",2005,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Iowa",2006,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Iowa",2007,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Iowa",2008,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Kansas",1998,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Kansas",1999,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Kansas",2000,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Kansas",2001,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Kansas",2002,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Kansas",2003,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Kansas",2004,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Kansas",2005,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Kansas",2006,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Kansas",2007,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Kansas",2008,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Kentucky",1998,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Kentucky",1999,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Kentucky",2000,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Kentucky",2001,,,
"27-9 Exposure to tobacco smoke at home - Children (aged 6 years and under)","Kentucky",2002,,,
