Focus area: 27-Tobacco Use - 03-18-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
       Objective                                        ,1998 footnote,1998 data,raw   data,se   data,1999 footnote,1999 data,raw   data,se   data,2000 footnote,2000 data,raw   data,se   data,2001 footnote,2001 data,raw   data,se   data,2002 footnote,2002 data,raw   data,se   data,2003 footnote,2003 data,raw   data,se   data,2004 footnote,2004 data,raw   data,se   data,2005 footnote,2005 data,raw   data,se   data,2006 footnote,2006 data,raw   data,se   data,2007 footnote,2007 data,raw   data,se   data,2008 data,2008 raw value,2008 se
               White only,"2,1",50%,50.1,.,"2,1",62%,61.5,3.1,"2,1",50%,50.1,3.0,1,60%,59.7,2.5,1,58%,58.2,2.4,1,53%,53.3,2.5,1,58%,58.2,2.3,1,54%,54.0,2.4,1,59%,59.1,2.3,1,57%,57.5,1.8,---,.,.
               2 or more races,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,78.2,20.0,1,DSU,0.0,0.0,1,DSU,57.8,9.8,1,DSU,69.2,12.5,1,DSU,80.4,9.7,1,DSU,70.1,0.0,1,DSU,59.8,9.6,---,.,.
                  American Indian or Alaska Native; White,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,0.0,0.0,1,DSU,0.0,0.0,1,DSU,54.1,11.1,1,DSU,81.9,14.8,1,DSU,77.3,13.5,1,DSU,62.1,0.0,1,DSU,62.8,10.1,---,.,.
                  Black or African American; White,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,100.0,0.0,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,100.0,0.0,,DNC,.,.,1,DSU,54.5,0.0,---,.,.
               Hispanic or Latino,1,DSU,24.3,0.0,1,DSU,48.1,10.5,1,DSU,31.8,8.9,1,DSU,51.3,10.1,1,DSU,68.2,0.0,1,DSU,54.8,13.7,1,DSU,74.9,6.4,1,DSU,62.8,8.4,1,DSU,64.5,9.8,1,DSU,35.5,11.7,---,.,.
               Not Hispanic or Latino,1,50%,50.2,.,1,60%,60.4,3.2,1,52%,51.8,3.0,1,59%,59.0,2.5,1,58%,57.8,2.4,1,54%,53.8,2.5,1,57%,57.3,2.3,1,55%,54.5,2.4,1,59%,59.1,2.2,1,58%,57.6,1.8,---,.,.
"                  Black or African American only, not Hisp/Latino","2,1",DSU,0.0,0.0,"2,1",DSU,100.0,0.0,"2,1",DSU,56.5,0.0,1,DSU,29.9,10.5,1,DSU,57.6,17.0,1,DSU,100.0,0.0,,DNC,.,.,1,DSU,51.8,0.0,1,DSU,80.1,0.0,1,DSU,100.0,0.0,---,.,.
"                  White only, not Hispanic or Latino","2,1",50%,50.4,.,"2,1",62%,61.5,3.1,"2,1",51%,50.5,3.1,1,60%,59.7,2.5,1,58%,58.1,2.4,1,53%,53.4,2.6,1,58%,58.0,2.3,1,54%,54.1,2.4,1,59%,58.8,2.3,1,57%,57.5,1.8,---,.,.
               Female,1,47%,47.4,.,1,62%,61.8,4.2,1,50%,50.1,3.6,1,62%,61.6,3.2,1,59%,59.5,3.1,1,58%,58.1,3.0,1,58%,57.7,3.1,1,57%,57.4,3.0,1,62%,62.5,2.7,1,59%,59.2,2.3,---,.,.
               Male,1,56%,55.6,.,1,61%,61.2,4.2,1,53%,53.5,4.7,1,57%,56.7,3.5,1,55%,55.4,3.3,1,48%,48.4,4.0,1,58%,58.2,3.3,1,51%,51.3,3.5,1,57%,56.6,3.5,1,55%,55.4,2.8,---,.,.
               Less than high school,1,DSU,44.1,.,1,DSU,72.4,6.4,1,40%,39.8,6.8,1,56%,55.8,7.5,1,57%,57.3,5.8,1,53%,53.0,6.9,1,40%,40.0,6.3,1,36%,35.6,5.6,1,52%,51.6,6.9,1,53%,52.9,4.8,---,.,.
                  Less than 9th grade,1,DSU,49.5,.,1,DSU,68.0,10.0,1,DSU,28.4,9.6,1,DSU,42.5,10.0,1,DSU,38.8,11.1,1,DSU,28.2,8.4,1,DSU,39.4,10.5,1,DSU,20.6,8.5,1,DSU,78.3,8.2,1,57%,57.1,8.0,---,.,.
                  Grades 9 through 11,1,DSU,49.1,.,1,DSU,75.6,7.0,1,46%,45.9,7.8,1,DSU,61.3,8.4,1,DSU,66.8,6.3,1,62%,62.1,7.5,1,DSU,40.5,7.0,1,40%,39.5,6.6,1,42%,42.4,7.8,1,50%,49.9,5.8,---,.,.
               High school graduate,1,41%,40.9,.,1,47%,46.8,5.0,1,52%,52.3,4.7,1,54%,54.3,4.1,1,59%,59.3,4.0,1,47%,46.8,3.7,1,57%,57.0,3.5,1,56%,56.1,3.4,1,56%,56.1,3.2,1,54%,54.0,2.7,---,.,.
               At least some college,1,55%,54.6,.,1,65%,64.7,4.5,1,57%,57.0,5.0,1,61%,60.9,3.5,1,52%,52.4,3.5,1,58%,58.2,4.2,1,59%,59.1,3.5,1,58%,58.4,3.7,1,61%,60.8,3.6,1,61%,61.3,2.5,---,.,.
                  College graduate and above,1,DSU,60.2,.,1,60%,60.4,6.5,1,46%,46.5,7.9,1,55%,55.0,5.5,1,51%,50.7,4.6,1,54%,53.8,7.0,1,64%,64.3,5.1,1,57%,57.0,5.7,1,59%,59.3,5.6,1,60%,60.4,4.0,---,.,.
               Persons with disabilities,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,66%,65.5,4.4,,DNC,.,.,1,57%,56.6,4.7,1,63%,63.0,4.5,1,61%,60.9,4.0,1,63%,63.3,3.4,1,62%,62.0,3.5,---,.,.
               Persons without disabilities,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,56%,56.5,2.9,,DNC,.,.,1,52%,52.2,3.0,1,55%,55.4,2.8,1,52%,51.7,2.8,1,58%,58.2,2.7,1,54%,54.1,2.1,---,.,.
                  Persons with diabetes,1,DSU,62.1,.,1,DSU,85.4,6.5,1,DSU,67.3,9.6,1,DSU,65.4,11.3,1,DSU,61.4,9.4,1,DSU,59.7,8.4,1,DSU,67.1,8.0,1,DSU,64.5,6.2,1,66%,65.8,7.1,1,73%,72.8,5.9,---,.,.
                  Persons without diabetes,1,50%,49.5,.,1,59%,59.4,3.2,1,50%,50.4,3.1,1,59%,58.5,2.4,1,57%,56.8,2.5,1,53%,52.8,2.6,1,56%,56.4,2.4,1,54%,53.7,2.4,1,59%,58.7,2.3,1,56%,56.5,1.8,---,.,.
                  Persons aged 18 to 24 years (not age adjusted),1,DSU,64.7,.,1,DSU,75.3,9.0,1,54%,54.3,8.5,1,77%,77.1,6.1,1,70%,70.3,6.4,1,DSU,62.2,8.1,1,68%,68.1,6.7,1,DSU,55.0,8.4,1,DSU,67.5,7.9,1,58%,58.1,7.5,---,.,.
                  Persons aged 25 to 44 years (not age adjusted),1,48%,48.1,.,1,62%,62.0,4.2,1,52%,52.0,4.2,1,61%,60.8,3.4,1,60%,59.6,3.5,1,57%,56.7,3.6,1,60%,59.8,3.3,1,54%,54.0,3.4,1,59%,59.3,3.3,1,61%,61.3,2.7,---,.,.
                  Persons aged 45 to 64 years (not age adjusted),1,51%,51.4,.,1,54%,53.8,5.5,1,53%,52.7,5.0,1,51%,51.4,4.6,1,64%,64.4,3.8,1,49%,49.3,3.7,1,55%,55.4,3.5,1,54%,54.4,3.1,1,57%,56.7,3.1,1,55%,55.2,2.4,---,.,.
                  Persons aged 65 years and over (not age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  adjusted),1,DSU,39.4,.,1,DSU,56.2,9.8,1,45%,44.8,10.1,1,54%,53.8,7.5,1,DSU,32.7,7.5,1,47%,46.8,7.7,1,49%,49.2,7.5,1,55%,54.8,7.1,1,58%,57.5,7.0,1,51%,51.1,4.5,---,.,.
            STATE:Maryland,1,49%,49.5,.,1,52%,51.9,2.8,1,50%,50.0,2.5,1,56%,56.3,2.5,1,57%,57.3,2.3,1,54%,53.9,2.3,1,56%,55.6,2.5,1,54%,53.6,1.8,1,60%,59.9,1.8,1,61%,61.2,1.8,---,.,.
               American Indian or Alaska Native only,"2,1",DSU,66.7,.,"2,1",DSU,70.0,5.5,"2,1",DSU,57.3,0.0,1,DSU,51.0,18.9,1,DSU,66.2,9.1,1,DSU,65.4,8.4,1,DSU,54.2,14.0,1,DSU,44.7,9.0,1,DSU,43.0,9.4,1,DSU,55.2,9.5,---,.,.
               Asian or Pacific Islander only,"2,1",DSU,68.7,0.0,"2,1",DSU,33.0,11.4,"2,1",DSU,100.0,0.0,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,---,.,.
                  Asian only,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,47.6,9.9,1,DSU,72.5,14.0,1,DSU,67.7,14.1,1,DSU,35.3,6.1,1,DSU,70.3,11.5,1,DSU,79.1,9.9,1,DSU,70.7,14.1,---,.,.
                  Native Hawaiian or Other Pacific Islander only,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,53.8,0.0,1,DSU,54.5,0.0,1,DSU,100.0,0.0,1,DSU,0.0,0.0,,DNC,.,.,1,DSU,51.0,0.0,1,DSU,100.0,0.0,---,.,.
               Black or African American only,"2,1",60%,60.1,.,"2,1",55%,55.1,5.7,"2,1",66%,66.2,4.8,1,66%,65.6,4.8,1,73%,72.6,4.5,1,66%,65.5,3.9,1,65%,65.2,5.5,1,59%,59.5,3.6,1,71%,70.5,3.6,1,77%,76.8,3.3,---,.,.
               White only,"2,1",46%,46.0,.,"2,1",51%,51.3,3.3,"2,1",44%,44.4,2.6,1,53%,53.0,2.4,1,48%,48.3,2.5,1,51%,50.9,2.5,1,50%,49.8,2.6,1,49%,49.3,1.9,1,55%,55.2,2.0,1,55%,55.1,2.0,---,.,.
               2 or more races,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,21.4,12.8,1,DSU,47.8,13.5,1,DSU,15.0,10.3,1,DSU,0.0,0.0,1,DSU,54.0,11.9,1,DSU,65.2,10.3,1,DSU,35.5,9.9,---,.,.
                  American Indian or Alaska Native; White,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,6.2,7.0,1,DSU,69.6,8.0,1,DSU,0.0,0.0,1,DSU,0.0,0.0,1,DSU,44.7,9.3,1,DSU,46.6,6.1,1,DSU,34.4,10.3,---,.,.
                  Black or African American; White,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,0.0,0.0,1,DSU,66.1,0.0,1,DSU,21.5,13.2,,DNC,.,.,1,DSU,0.0,0.0,1,DSU,38.8,12.7,1,DSU,100.0,0.0,---,.,.
               Hispanic or Latino,1,DSU,37.1,.,1,DSU,88.8,5.4,1,DSU,50.3,14.1,1,DSU,61.2,7.4,1,DSU,58.3,9.6,1,DSU,55.6,5.3,1,DSU,47.7,10.9,1,DSU,58.5,7.5,1,DSU,61.2,12.8,1,DSU,67.3,8.6,---,.,.
               Not Hispanic or Latino,1,50%,49.9,.,1,52%,51.5,2.8,1,50%,50.3,2.6,1,56%,56.5,2.6,1,57%,56.8,2.3,1,54%,53.9,2.3,1,56%,55.6,2.5,1,53%,53.2,1.8,1,60%,60.0,1.8,1,60%,60.4,1.8,---,.,.
"                  Black or African American only, not Hisp/Latino","2,1",59%,59.2,.,"2,1",54%,54.4,5.7,"2,1",66%,66.0,4.8,1,67%,67.1,4.6,1,72%,72.4,4.5,1,65%,65.4,3.9,1,65%,65.2,5.5,1,59%,59.5,3.6,1,70%,70.0,3.6,1,77%,76.7,3.4,---,.,.
"                  White only, not Hispanic or Latino","2,1",47%,46.6,.,"2,1",51%,51.0,3.3,"2,1",44%,44.4,2.6,1,53%,53.2,2.4,1,48%,48.3,2.5,1,51%,51.1,2.5,1,50%,50.2,2.6,1,49%,48.7,1.9,1,55%,54.6,2.0,1,54%,53.9,2.0,---,.,.
               Female,1,48%,48.2,.,1,52%,52.0,3.3,1,49%,49.1,3.0,1,60%,59.9,3.0,1,56%,56.0,2.9,1,57%,56.8,2.7,1,57%,56.9,3.0,1,56%,55.5,2.2,1,60%,60.5,2.1,1,61%,61.3,2.3,---,.,.
               Male,1,54%,53.8,.,1,52%,52.4,4.5,1,50%,49.7,4.2,1,52%,52.1,3.3,1,58%,57.7,3.3,1,52%,52.2,3.4,1,55%,55.3,3.8,1,51%,51.4,2.8,1,61%,60.9,2.8,1,60%,59.6,2.8,---,.,.
               Less than high school,1,54%,54.1,.,1,47%,47.2,6.1,1,53%,52.6,7.2,1,63%,63.4,6.7,1,61%,60.6,6.7,1,57%,56.6,6.0,1,40%,39.6,7.6,1,47%,47.1,5.2,1,60%,60.1,5.7,1,66%,65.9,4.7,---,.,.
                  Less than 9th grade,1,DSU,43.1,.,1,DSU,22.6,10.3,1,DSU,54.9,12.3,1,DSU,71.1,9.9,1,DSU,93.8,5.5,1,DSU,36.3,7.6,1,DSU,41.8,13.7,1,DSU,39.8,10.1,1,DSU,76.7,6.0,1,DSU,57.1,11.1,---,.,.
                  Grades 9 through 11,1,54%,54.3,.,1,53%,53.1,6.3,1,52%,52.1,8.0,1,55%,54.7,7.6,1,55%,55.1,7.4,1,62%,61.8,6.5,1,35%,34.8,8.3,1,47%,47.3,5.5,1,58%,58.1,6.1,1,63%,63.0,6.1,---,.,.
               High school graduate,1,40%,40.5,.,1,56%,55.8,4.5,1,44%,43.7,4.1,1,50%,50.4,4.0,1,51%,51.3,3.8,1,49%,49.2,3.7,1,59%,58.5,4.1,1,56%,56.4,3.0,1,61%,60.8,2.9,1,61%,60.9,3.0,---,.,.
               At least some college,1,51%,51.1,.,1,46%,46.0,4.7,1,47%,47.4,3.9,1,54%,54.1,3.8,1,55%,55.1,3.6,1,49%,49.0,3.7,1,53%,53.1,3.3,1,51%,50.7,2.5,1,54%,54.2,2.6,1,58%,58.4,2.5,---,.,.
                  College graduate and above,1,44%,44.0,.,1,53%,52.5,6.9,1,48%,47.6,5.3,1,51%,50.6,5.1,1,58%,58.0,5.0,1,47%,46.6,4.4,1,55%,54.6,4.6,1,54%,53.9,3.5,1,59%,59.2,3.4,1,55%,54.6,3.6,---,.,.
               Persons with disabilities,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,59%,59.4,5.4,,DNC,.,.,1,56%,56.4,4.7,1,59%,58.9,5.1,1,56%,56.3,3.9,1,62%,61.6,3.4,1,58%,58.4,4.1,---,.,.
               Persons without disabilities,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,55%,55.0,2.7,,DNC,.,.,1,53%,53.4,2.6,1,53%,53.5,2.7,1,52%,52.5,2.1,1,60%,59.8,2.1,1,61%,61.2,2.1,---,.,.
                  Persons with diabetes,1,DSU,64.1,.,1,DSU,41.1,10.9,1,DSU,60.0,6.6,1,DSU,53.4,8.7,1,58%,57.8,6.9,1,63%,62.6,6.7,1,65%,64.6,8.7,1,59%,58.6,5.5,1,75%,74.5,4.7,1,72%,71.9,3.5,---,.,.
                  Persons without diabetes,1,49%,49.3,.,1,52%,51.9,2.9,1,49%,48.7,2.6,1,55%,54.9,2.4,1,56%,56.1,2.4,1,53%,53.2,2.4,1,55%,54.8,2.7,1,53%,52.7,1.8,1,59%,58.6,1.9,1,61%,61.5,1.9,---,.,.
                  Persons aged 18 to 24 years (not age adjusted),1,57%,57.3,.,1,67%,67.0,8.0,1,68%,67.7,6.8,1,70%,69.5,6.1,1,68%,68.2,6.4,1,75%,74.6,6.7,1,66%,66.3,7.4,1,61%,60.9,6.2,1,76%,76.3,5.8,1,70%,69.5,6.3,---,.,.
                  Persons aged 25 to 44 years (not age adjusted),1,52%,52.0,.,1,56%,55.6,3.7,1,53%,53.4,3.4,1,56%,56.3,3.5,1,59%,58.7,3.2,1,51%,51.2,3.3,1,55%,54.7,3.8,1,58%,58.2,2.6,1,59%,59.0,3.1,1,65%,65.3,2.7,---,.,.
                  Persons aged 45 to 64 years (not age adjusted),1,46%,45.7,.,1,47%,47.0,4.5,1,41%,41.1,4.0,1,53%,52.5,3.7,1,51%,51.2,3.5,1,49%,49.1,3.6,1,54%,54.4,3.5,1,50%,49.9,2.5,1,56%,55.7,2.6,1,57%,57.4,2.8,---,.,.
                  Persons aged 65 years and over (not age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  adjusted),1,45%,44.8,.,1,40%,40.1,9.5,1,DSU,44.4,9.2,1,53%,53.1,9.3,1,57%,56.9,7.5,1,53%,53.3,7.5,1,53%,52.8,7.4,1,44%,43.9,5.5,1,57%,57.1,4.7,1,52%,51.9,4.7,---,.,.
            STATE:Massachusetts,1,50%,50.2,.,1,57%,57.0,2.3,1,55%,55.1,1.7,1,55%,54.6,1.5,1,60%,60.1,1.7,1,54%,54.5,1.7,1,57%,56.7,1.8,1,57%,57.1,1.8,1,58%,58.3,1.7,1,59%,59.2,1.3,---,.,.
               American Indian or Alaska Native only,"2,1",DSU,58.1,0.0,"2,1",DSU,68.7,0.0,"2,1",DSU,96.6,3.4,1,DSU,75.6,11.3,1,DSU,68.4,10.8,1,DSU,66.3,13.2,1,DSU,80.1,3.9,1,DSU,70.7,11.0,1,DSU,55.9,8.5,1,DSU,65.7,6.5,---,.,.
               Asian or Pacific Islander only,"2,1",DSU,73.8,.,"2,1",DSU,87.9,6.6,"2,1",DSU,87.3,3.9,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,---,.,.
                  Asian only,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,73.2,9.4,1,DSU,43.9,8.7,1,DSU,73.7,9.5,1,DSU,49.7,11.6,1,DSU,31.9,10.5,1,DSU,75.2,9.5,1,DSU,45.8,10.4,---,.,.
                  Native Hawaiian or Other Pacific Islander only,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,100.0,0.0,1,DSU,55.3,11.0,1,DSU,58.7,0.0,1,DSU,45.5,0.0,1,DSU,100.0,0.0,1,DSU,48.4,0.0,1,DSU,55.1,13.1,---,.,.
               Black or African American only,"2,1",DSU,62.2,.,"2,1",DSU,74.5,7.4,"2,1",63%,63.5,7.9,1,54%,54.1,7.8,1,78%,78.4,6.8,1,66%,66.3,3.6,1,66%,66.4,5.2,1,76%,75.5,3.5,1,63%,63.4,5.2,1,64%,64.0,5.2,---,.,.
               White only,"2,1",49%,49.4,.,"2,1",56%,55.5,2.4,"2,1",54%,54.3,1.8,1,54%,53.6,1.6,1,59%,59.1,1.8,1,53%,52.5,1.8,1,56%,56.0,2.0,1,56%,56.4,1.9,1,57%,56.8,1.9,1,59%,58.7,1.5,---,.,.
               2 or more races,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,64.2,9.7,1,DSU,41.2,10.0,1,DSU,90.0,5.0,1,DSU,23.5,9.4,1,DSU,56.8,8.6,1,DSU,77.4,8.9,1,51%,51.2,9.9,---,.,.
                  American Indian or Alaska Native; White,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,60.3,11.1,1,DSU,59.5,0.0,1,DSU,83.7,7.1,1,DSU,42.8,12.6,1,DSU,51.1,12.0,1,DSU,71.4,11.1,1,DSU,51.4,9.0,---,.,.
                  Black or African American; White,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,100.0,0.0,1,DSU,57.3,0.0,1,DSU,100.0,0.0,1,DSU,31.3,0.0,1,DSU,36.1,14.5,1,DSU,65.6,15.2,1,DSU,46.2,6.6,---,.,.
               Hispanic or Latino,1,DSU,54.8,.,1,71%,71.1,7.2,1,68%,68.0,5.6,1,59%,58.8,6.4,1,58%,58.2,7.0,1,69%,69.0,7.0,1,80%,79.9,4.6,1,65%,65.4,6.2,1,65%,65.2,5.9,1,65%,64.8,5.2,---,.,.
               Not Hispanic or Latino,1,50%,50.3,.,1,56%,56.3,2.4,1,54%,54.5,1.8,1,54%,54.1,1.5,1,61%,60.6,1.8,1,53%,53.5,1.7,1,55%,55.3,1.9,1,57%,56.6,1.9,1,57%,57.3,1.8,1,59%,58.5,1.4,---,.,.
"                  Black or African American only, not Hisp/Latino","2,1",DSU,62.2,.,"2,1",DSU,70.9,7.8,"2,1",62%,61.6,8.0,1,53%,52.7,7.9,1,77%,77.2,6.9,1,63%,63.1,4.5,1,65%,65.0,5.4,1,76%,76.2,3.4,1,61%,61.4,5.5,1,63%,63.0,5.3,---,.,.
"                  White only, not Hispanic or Latino","2,1",50%,49.6,.,"2,1",55%,55.2,2.5,"2,1",53%,53.4,1.9,1,53%,53.5,1.6,1,60%,60.0,1.8,1,52%,52.2,1.8,1,56%,55.6,2.0,1,56%,55.9,2.0,1,56%,56.5,1.9,1,58%,58.2,1.5,---,.,.
               Female,1,51%,50.8,.,1,57%,56.8,3.0,1,52%,51.5,2.2,1,56%,55.9,1.9,1,63%,63.3,2.2,1,58%,58.1,2.1,1,57%,57.1,2.3,1,56%,55.6,2.4,1,58%,57.7,2.1,1,59%,59.1,1.7,---,.,.
               Male,1,48%,48.4,.,1,57%,57.2,3.5,1,61%,60.8,2.6,1,53%,53.1,2.3,1,56%,56.3,2.5,1,51%,50.8,2.6,1,56%,56.4,2.8,1,58%,58.3,2.8,1,59%,58.9,2.6,1,60%,59.7,2.1,---,.,.
               Less than high school,1,51%,50.7,.,1,62%,62.1,5.7,1,50%,50.0,5.0,1,51%,51.4,4.7,1,70%,70.1,4.5,1,53%,53.0,5.1,1,55%,54.8,5.2,1,62%,62.3,4.5,1,55%,55.1,4.5,1,53%,53.0,4.3,---,.,.
                  Less than 9th grade,1,DSU,53.5,.,1,DSU,58.9,7.0,1,48%,48.0,6.9,1,DSU,48.6,8.4,1,DSU,62.0,8.7,1,DSU,60.2,8.9,1,59%,59.1,7.9,1,69%,68.9,7.6,1,63%,63.3,6.3,1,68%,67.9,6.9,---,.,.
                  Grades 9 through 11,1,48%,48.4,.,1,62%,62.0,6.2,1,50%,49.9,6.0,1,50%,50.5,5.3,1,73%,72.9,5.1,1,47%,46.6,6.0,1,54%,54.5,6.0,1,58%,58.3,5.1,1,49%,49.2,5.3,1,48%,48.4,4.9,---,.,.
               High school graduate,1,46%,46.4,.,1,51%,51.0,3.7,1,49%,48.7,2.9,1,51%,50.7,2.6,1,58%,58.0,3.0,1,54%,53.6,3.0,1,51%,50.6,3.1,1,53%,52.8,2.9,1,59%,59.0,2.7,1,60%,59.8,2.2,---,.,.
               At least some college,1,53%,53.4,.,1,57%,56.9,3.6,1,56%,56.5,2.7,1,55%,55.1,2.3,1,56%,56.0,2.6,1,53%,53.5,2.4,1,58%,58.4,2.6,1,57%,56.6,2.5,1,59%,58.7,2.4,1,57%,57.1,1.9,---,.,.
                  College graduate and above,1,65%,64.6,.,1,59%,58.7,5.2,1,54%,54.2,4.0,1,55%,54.7,3.2,1,57%,56.8,3.7,1,48%,47.7,3.5,1,55%,54.6,3.9,1,51%,51.2,3.6,1,60%,59.7,3.3,1,58%,58.4,2.7,---,.,.
               Persons with disabilities,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,57%,57.0,3.1,,DNC,.,.,1,58%,58.3,3.3,1,60%,60.1,4.0,1,60%,60.0,3.4,1,64%,63.6,3.3,1,63%,62.5,2.4,---,.,.
               Persons without disabilities,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,54%,54.3,1.8,,DNC,.,.,1,53%,52.8,2.0,1,55%,55.4,2.2,1,56%,55.9,2.0,1,56%,55.8,2.0,1,58%,58.1,1.6,---,.,.
                  Persons with diabetes,1,DSU,35.7,.,1,DSU,71.7,7.9,1,61%,61.4,7.2,1,52%,52.2,8.0,1,64%,64.5,4.8,1,73%,72.5,5.2,1,64%,63.9,7.2,1,62%,62.2,6.2,1,73%,72.9,4.5,1,65%,65.3,4.9,---,.,.
                  Persons without diabetes,1,50%,50.3,.,1,56%,55.8,2.3,1,55%,55.1,1.8,1,55%,54.6,1.5,1,60%,59.9,1.8,1,54%,53.7,1.8,1,57%,56.7,1.9,1,56%,55.9,1.9,1,58%,57.7,1.7,1,59%,58.6,1.4,---,.,.
                  Persons aged 18 to 24 years (not age adjusted),1,60%,60.0,.,1,62%,61.6,6.4,1,72%,71.9,4.9,1,65%,64.8,4.1,1,71%,71.2,4.7,1,61%,61.3,5.3,1,66%,66.4,6.1,1,67%,67.2,6.9,1,60%,59.8,6.5,1,70%,69.9,4.9,---,.,.
                  Persons aged 25 to 44 years (not age adjusted),1,51%,51.0,.,1,60%,59.6,3.1,1,55%,55.0,2.4,1,57%,57.5,2.0,1,60%,59.7,2.4,1,59%,59.2,2.4,1,60%,59.6,2.8,1,62%,62.1,2.7,1,58%,57.8,2.7,1,61%,61.2,2.2,---,.,.
                  Persons aged 45 to 64 years (not age adjusted),1,39%,39.5,.,1,58%,57.7,4.0,1,50%,50.0,3.1,1,55%,55.1,2.7,1,57%,56.7,2.9,1,52%,52.0,2.9,1,54%,54.3,2.7,1,51%,50.8,2.5,1,57%,56.9,2.3,1,56%,56.3,2.0,---,.,.
                  Persons aged 65 years and over (not age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  adjusted),1,59%,59.5,.,1,47%,46.7,7.4,1,51%,51.5,5.4,1,39%,39.4,4.6,1,58%,58.4,5.3,1,43%,42.5,5.0,1,47%,46.5,5.5,1,49%,49.2,4.8,1,61%,60.8,4.4,1,51%,51.1,3.0,---,.,.
            STATE:Michigan,1,47%,46.7,.,1,54%,53.9,2.6,1,58%,58.3,2.7,1,59%,59.3,1.9,1,59%,58.6,1.8,1,60%,60.2,2.1,1,60%,60.0,1.7,1,60%,60.4,1.2,1,62%,62.4,1.8,1,60%,59.7,1.7,---,.,.
               American Indian or Alaska Native only,"2,1",DSU,39.8,.,"2,1",DSU,100.0,0.0,"2,1",DSU,55.8,13.3,1,DSU,39.0,4.2,1,DSU,74.8,3.7,1,DSU,63.1,5.8,1,DSU,75.3,6.7,1,DSU,47.1,8.1,1,DSU,56.8,5.3,1,DSU,77.4,11.0,---,.,.
               Asian or Pacific Islander only,"2,1",DSU,26.9,.,"2,1",DSU,0.0,0.0,"2,1",DSU,0.0,0.0,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,---,.,.
                  Asian only,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,63.0,0.0,1,DSU,54.5,0.0,1,DSU,62.1,0.0,1,DSU,74.6,14.5,1,DSU,72.4,3.9,1,DSU,29.9,0.0,1,DSU,0.0,0.0,---,.,.
                  Native Hawaiian or Other Pacific Islander only,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,100.0,0.0,1,DSU,20.8,6.0,1,DSU,53.8,0.0,,DNC,.,.,1,DSU,59.8,7.7,1,DSU,100.0,0.0,1,DSU,100.0,0.0,---,.,.
               Black or African American only,"2,1",66%,66.0,.,"2,1",62%,62.0,7.7,"2,1",75%,74.8,5.8,1,69%,68.7,5.1,1,70%,70.2,5.4,1,77%,77.2,5.6,1,71%,70.6,4.8,1,71%,71.0,3.8,1,74%,73.6,4.7,1,69%,69.0,5.1,---,.,.
               White only,"2,1",46%,46.0,.,"2,1",51%,51.3,2.8,"2,1",56%,56.4,3.0,1,57%,57.4,2.1,1,56%,55.8,2.0,1,57%,56.9,2.3,1,57%,57.5,1.9,1,58%,57.9,1.3,1,60%,60.0,2.0,1,58%,58.0,1.8,---,.,.
               2 or more races,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,57.7,5.2,1,62%,62.2,7.2,1,DSU,67.3,7.2,1,DSU,50.1,7.4,1,72%,72.5,5.9,1,DSU,44.5,5.3,1,DSU,67.6,5.4,---,.,.
