Focus area: 19-Nutrition and Overweight - 03-18-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
       Objective                                        ,1998 footnote,1998 data,raw   data,se   data,1999 footnote,1999 data,raw   data,se   data,2000 footnote,2000 data,raw  data,se   data,2001 footnote,2001 data,raw   data,se   data,2002 footnote,2002 data,raw   data,se   data,2003 footnote,2003 data,raw   data,se   data,2004 footnote,2004 data,raw   data,se   data,2005 footnote,2005 data,raw   data,se   data,2006 data,2006 raw value,2006 se,2007 data,2007 raw value,2007 se,2008 data,2008 raw value,2008 se
               Asian or Pacific Islander only,"3,1",DSU,0.0,0.0,"3,1",DSU,0.0,0.0,"3,1",DSU,0.0,0.0,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,---,.,.,---,.,.,---,.,.
                  Asian only,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,0.0,0.0,1,DSU,0.0,0.0,1,DSU,0.0,0.0,1,DSU,0.0,0.0,1,DSU,13.0,8.1,---,.,.,---,.,.,---,.,.
                  Native Hawaiian or Other Pacific Islander only,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,54.0,0.0,1,DSU,0.0,0.0,1,DSU,0.0,0.0,1,DSU,100.0,0.0,1,DSU,10.8,7.6,---,.,.,---,.,.,---,.,.
               Black or African American only,"3,1",DSU,7.4,7.7,"3,1",DSU,15.1,15.4,"3,1",DSU,40.9,9.4,1,DSU,0.0,0.0,1,DSU,24.9,2.8,1,DSU,10.5,8.7,1,DSU,36.5,9.8,1,DSU,26.5,9.2,---,.,.,---,.,.,---,.,.
               White only,"3,1",20%,19.9,1.1,"3,1",23%,22.5,1.1,"3,1",20%,20.2,1.1,1,21%,20.8,0.9,1,23%,23.4,0.9,1,24%,24.4,0.9,1,24%,24.3,0.9,1,25%,24.8,0.9,---,.,.,---,.,.,---,.,.
               2 or more races,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,40.7,9.1,1,DSU,41.3,9.4,1,DSU,26.2,6.9,1,DSU,37.0,9.9,1,DSU,36.7,10.5,---,.,.,---,.,.,---,.,.
                  American Indian or Alaska Native; White,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,32.2,13.6,1,DSU,42.3,9.8,1,DSU,10.2,0.0,1,DSU,35.0,9.7,1,DSU,52.1,10.1,---,.,.,---,.,.,---,.,.
                  Black or African American; White,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,0.0,0.0,,DNC,.,.,1,DSU,45.9,0.0,,DNC,.,.,1,DSU,96.6,4.6,---,.,.,---,.,.,---,.,.
               Hispanic or Latino,1,DSU,19.9,6.3,1,DSU,9.9,4.0,1,DSU,26.9,4.9,1,DSU,14.3,5.1,1,DSU,27.1,5.0,1,DSU,28.6,7.1,1,DSU,24.2,8.1,1,DSU,37.5,8.9,---,.,.,---,.,.,---,.,.
               Not Hispanic or Latino,1,20%,19.7,1.1,1,23%,22.8,1.1,1,21%,20.7,1.1,1,21%,21.1,0.9,1,24%,24.2,0.9,1,24%,24.3,0.9,1,25%,25.3,0.9,1,25%,25.2,0.9,---,.,.,---,.,.,---,.,.
"                  Black or African American only, not Hisp/Latino","3,1",DSU,7.4,7.7,"3,1",DSU,15.1,15.4,"3,1",DSU,40.9,9.4,1,DSU,0.0,0.0,1,DSU,24.9,2.8,1,DSU,10.5,8.7,1,DSU,36.5,9.8,1,DSU,11.1,5.5,---,.,.,---,.,.,---,.,.
"                  White only, not Hispanic or Latino","3,1",20%,19.8,1.1,"3,1",23%,22.6,1.1,"3,1",20%,20.2,1.1,1,21%,20.7,0.9,1,23%,23.4,0.9,1,24%,24.2,0.9,1,24%,24.3,0.9,1,25%,24.5,0.9,---,.,.,---,.,.,---,.,.
               Female,1,16%,16.3,1.3,1,20%,20.1,1.4,1,20%,19.6,1.5,1,20%,19.8,1.2,1,22%,22.2,1.2,1,22%,21.6,1.1,1,23%,23.1,1.2,1,21%,21.1,1.1,---,.,.,---,.,.,---,.,.
               Male,1,23%,22.7,1.7,1,25%,24.7,1.6,1,22%,22.0,1.5,1,22%,22.4,1.4,1,26%,26.0,1.4,1,27%,26.8,1.4,1,27%,27.4,1.4,1,29%,29.3,1.3,---,.,.,---,.,.,---,.,.
               Less than high school,1,22%,22.1,5.1,1,22%,22.0,4.6,1,28%,28.2,4.4,1,29%,29.1,5.2,1,37%,36.6,5.4,1,33%,32.9,4.9,1,45%,45.0,6.2,1,38%,37.8,5.1,---,.,.,---,.,.,---,.,.
                  Less than 9th grade,1,16%,15.9,5.5,1,27%,27.2,9.2,1,73%,73.1,3.6,1,37%,36.8,10.3,1,44%,43.5,8.4,1,37%,37.3,7.8,1,28%,27.6,8.0,1,48%,47.7,4.4,---,.,.,---,.,.,---,.,.
                  Grades 9 through 11,1,24%,23.7,6.5,1,20%,19.9,5.0,1,22%,22.5,4.6,1,25%,25.4,5.4,1,32%,32.1,6.3,1,30%,30.2,5.7,1,47%,46.6,7.0,1,35%,34.9,5.9,---,.,.,---,.,.,---,.,.
               High school graduate,1,22%,22.0,2.2,1,28%,27.7,2.3,1,23%,23.4,2.3,1,20%,20.1,1.8,1,28%,27.6,1.9,1,26%,25.9,1.9,1,29%,29.1,2.0,1,29%,29.4,1.8,---,.,.,---,.,.,---,.,.
               At least some college,1,21%,21.4,1.5,1,22%,22.3,1.5,1,19%,18.9,1.4,1,23%,22.6,1.3,1,23%,23.4,1.2,1,23%,23.4,1.2,1,25%,24.9,1.2,1,26%,26.1,1.0,---,.,.,---,.,.,---,.,.
                  College graduate and above,1,18%,17.8,2.1,1,19%,19.5,2.1,1,15%,15.1,1.7,1,21%,21.4,1.9,1,24%,23.7,1.8,1,23%,23.0,1.7,1,23%,22.5,1.6,1,22%,22.2,1.3,---,.,.,---,.,.,---,.,.
                  Persons with disabilities,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,33%,33.0,2.9,1,35%,35.2,2.7,1,36%,35.7,2.9,1,37%,37.2,3.1,1,38%,38.0,3.0,---,.,.,---,.,.,---,.,.
                  Persons without disabilities,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,19%,19.0,1.0,1,22%,21.9,1.0,1,23%,22.6,1.0,1,23%,22.9,1.0,1,23%,23.3,0.9,---,.,.,---,.,.,---,.,.
                  Persons aged 20 to 39 years (not age adjusted),1,15%,15.1,1.6,1,17%,17.1,1.6,1,16%,16.2,1.6,1,17%,16.9,1.4,1,19%,19.2,1.5,1,28%,27.6,1.1,1,20%,20.5,1.6,1,22%,22.2,1.7,---,.,.,---,.,.,---,.,.
                  Persons aged 40 to 59 years (not age adjusted),1,24%,23.5,1.8,1,27%,27.2,2.0,1,23%,23.0,1.8,1,25%,24.8,1.6,1,29%,28.7,1.5,1,29%,29.0,1.5,1,30%,30.4,1.5,1,29%,29.4,1.2,---,.,.,---,.,.,---,.,.
                  Persons aged 60 years and over (not age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  adjusted),1,22%,21.6,2.0,1,24%,24.0,2.0,1,25%,25.2,2.2,1,22%,21.7,1.9,1,25%,25.2,1.8,1,26%,25.7,1.6,1,25%,25.3,1.6,1,25%,24.7,1.3,---,.,.,---,.,.,---,.,.
               Persons with arthritis,,DNC,.,.,,DNC,.,.,1,31%,30.8,3.4,1,28%,28.4,2.8,1,28%,28.2,2.2,1,32%,31.9,2.4,,DNC,.,.,1,DNC,30.3,2.1,---,.,.,---,.,.,---,.,.
               Persons without arthritis,,DNC,.,.,,DNC,.,.,1,18%,18.0,1.2,1,19%,19.0,1.0,1,22%,22.5,1.1,1,22%,21.6,1.0,,DNC,.,.,1,DNC,23.5,1.0,---,.,.,---,.,.,---,.,.
               Persons with diabetes,1,32%,32.3,2.6,1,41%,41.1,6.6,1,40%,39.6,7.4,1,28%,28.1,3.3,1,48%,47.7,6.0,1,44%,43.7,4.4,1,54%,53.5,8.2,1,49%,49.2,7.8,---,.,.,---,.,.,---,.,.
               Persons without diabetes,1,19%,19.1,1.1,1,22%,21.6,1.1,1,19%,19.4,1.1,1,20%,20.2,0.9,1,23%,22.7,0.9,1,23%,22.7,0.9,1,24%,23.9,0.9,1,23%,23.3,0.9,---,.,.,---,.,.,---,.,.
               Persons with high blood pressure,1,32%,31.7,3.2,1,38%,38.3,2.7,,DNC,.,.,1,35%,35.2,2.6,1,41%,41.0,3.0,1,40%,39.6,3.4,,DNC,.,.,1,DNC,42.7,3.2,---,.,.,---,.,.,---,.,.
               Persons without high blood pressure,1,15%,15.5,1.1,1,17%,16.9,1.1,,DNC,.,.,1,17%,16.8,1.0,1,20%,19.6,1.0,1,20%,20.4,1.0,,DNC,.,.,1,DNC,22.3,0.9,---,.,.,---,.,.,---,.,.
            STATE:Ohio,1,21%,20.6,1.1,1,21%,21.3,1.2,1,22%,21.9,1.1,1,23%,22.7,0.9,1,23%,23.1,0.8,1,25%,25.3,0.9,1,26%,25.8,1.1,1,29%,28.7,1.3,---,.,.,---,.,.,---,.,.
               American Indian or Alaska Native only,"3,1",DSU,28.0,8.6,"3,1",DSU,15.6,9.2,"3,1",DSU,26.9,8.9,1,DSU,40.4,7.2,1,DSU,15.9,4.4,1,DSU,24.1,8.2,1,DSU,28.6,11.6,1,DSU,33.0,13.4,---,.,.,---,.,.,---,.,.
               Asian or Pacific Islander only,"3,1",DSU,0.0,0.0,"3,1",DSU,38.4,3.7,"3,1",DSU,9.2,5.7,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,---,.,.,---,.,.,---,.,.
                  Asian only,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,0.0,0.0,1,DSU,0.0,0.0,1,DSU,6.2,3.0,1,DSU,5.0,4.3,1,DSU,0.1,0.1,---,.,.,---,.,.,---,.,.
                  Native Hawaiian or Other Pacific Islander only,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,45.9,0.0,1,DSU,0.0,0.0,1,DSU,63.7,11.1,1,DSU,36.2,4.1,1,DSU,0.0,0.0,---,.,.,---,.,.,---,.,.
               Black or African American only,"3,1",26%,25.8,3.5,"3,1",30%,29.8,4.1,"3,1",28%,27.8,3.8,1,23%,23.1,2.4,1,28%,27.9,3.0,1,36%,35.9,3.4,1,37%,36.7,3.4,1,49%,48.6,4.2,---,.,.,---,.,.,---,.,.
               White only,"3,1",20%,19.7,1.1,"3,1",21%,20.7,1.3,"3,1",21%,21.4,1.1,1,22%,22.4,1.0,1,23%,22.7,0.9,1,24%,24.2,1.0,1,25%,24.9,1.2,1,27%,27.2,1.4,---,.,.,---,.,.,---,.,.
               2 or more races,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,37.2,6.4,,DNC,.,.,1,DSU,40.9,7.4,1,DSU,30.4,8.9,1,DSU,26.0,7.0,---,.,.,---,.,.,---,.,.
                  American Indian or Alaska Native; White,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,46.6,6.0,,DNC,.,.,1,DSU,35.8,10.0,1,DSU,36.5,11.2,1,DSU,25.3,7.3,---,.,.,---,.,.,---,.,.
                  Black or African American; White,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,0.0,0.0,,DNC,.,.,1,DSU,22.7,0.0,1,DSU,19.5,10.4,1,DSU,51.7,6.9,---,.,.,---,.,.,---,.,.
               Hispanic or Latino,1,27%,27.3,6.4,1,DSU,18.6,6.7,1,34%,33.7,6.9,1,26%,25.5,5.4,1,36%,36.2,5.6,1,21%,21.5,5.2,1,DSU,25.4,6.2,1,DSU,10.4,3.6,---,.,.,---,.,.,---,.,.
               Not Hispanic or Latino,1,20%,20.5,1.1,1,21%,21.3,1.2,1,22%,21.5,1.1,1,23%,22.6,0.9,1,23%,22.7,0.8,1,25%,25.4,0.9,1,26%,25.7,1.1,1,29%,28.9,1.3,---,.,.,---,.,.,---,.,.
"                  Black or African American only, not Hisp/Latino","3,1",26%,26.1,3.6,"3,1",30%,30.3,4.2,"3,1",28%,27.9,3.8,1,23%,23.2,2.5,1,28%,27.9,3.1,1,36%,36.0,3.4,1,36%,35.5,3.3,1,49%,48.8,4.2,---,.,.,---,.,.,---,.,.
"                  White only, not Hispanic or Latino","3,1",20%,19.7,1.2,"3,1",21%,20.6,1.3,"3,1",21%,21.2,1.1,1,22%,22.4,1.0,1,23%,22.7,0.9,1,24%,24.5,1.0,1,25%,25.0,1.2,1,27%,27.2,1.4,---,.,.,---,.,.,---,.,.
               Female,1,21%,20.6,1.4,1,23%,22.8,1.7,1,22%,22.0,1.4,1,22%,21.9,1.1,1,22%,22.1,1.0,1,24%,24.2,1.2,1,22%,22.5,1.3,1,30%,29.8,1.7,---,.,.,---,.,.,---,.,.
               Male,1,20%,20.3,1.6,1,20%,19.6,1.8,1,22%,21.6,1.6,1,23%,23.2,1.3,1,24%,23.6,1.3,1,26%,26.1,1.4,1,29%,28.9,1.7,1,28%,27.6,1.9,---,.,.,---,.,.,---,.,.
               Less than high school,1,22%,21.8,3.5,1,27%,27.5,4.3,1,26%,26.3,3.9,1,27%,27.4,3.6,1,31%,30.9,3.4,1,31%,31.1,3.7,1,40%,39.7,5.2,1,36%,36.4,4.5,---,.,.,---,.,.,---,.,.
                  Less than 9th grade,1,DSU,51.3,7.3,1,DSU,12.3,6.1,1,DSU,41.8,11.1,1,29%,28.7,6.9,1,28%,28.4,7.0,1,21%,20.5,5.5,1,66%,66.2,11.9,1,DSU,18.6,6.1,---,.,.,---,.,.,---,.,.
                  Grades 9 through 11,1,22%,22.2,3.7,1,31%,31.1,4.7,1,23%,23.4,4.0,1,28%,27.8,4.1,1,32%,31.9,3.9,1,33%,32.9,4.0,1,33%,33.3,5.3,1,40%,39.6,5.3,---,.,.,---,.,.,---,.,.
               High school graduate,1,24%,24.5,1.9,1,26%,26.5,2.2,1,25%,24.9,1.9,1,28%,28.0,1.6,1,27%,26.7,1.5,1,28%,28.3,1.7,1,27%,27.1,2.0,1,31%,30.7,2.2,---,.,.,---,.,.,---,.,.
               At least some college,1,18%,18.4,1.5,1,17%,17.1,1.6,1,21%,20.7,1.5,1,20%,19.9,1.2,1,21%,21.1,1.1,1,23%,23.5,1.2,1,27%,27.0,1.5,1,27%,27.1,1.5,---,.,.,---,.,.,---,.,.
                  College graduate and above,1,12%,11.6,1.7,1,13%,12.9,2.0,1,19%,18.7,1.9,1,17%,17.3,1.5,1,16%,16.4,1.4,1,19%,18.8,1.4,1,23%,23.3,2.0,1,22%,21.7,1.9,---,.,.,---,.,.,---,.,.
                  Persons with disabilities,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,30%,30.2,2.5,1,34%,34.2,2.4,1,32%,31.7,2.5,1,37%,37.2,3.2,1,43%,42.8,3.1,---,.,.,---,.,.,---,.,.
                  Persons without disabilities,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,21%,20.7,0.9,1,21%,20.5,0.9,1,23%,23.5,1.0,1,23%,23.2,1.2,1,24%,24.1,1.4,---,.,.,---,.,.,---,.,.
                  Persons aged 20 to 39 years (not age adjusted),1,16%,15.9,1.7,1,17%,17.0,1.9,1,19%,18.8,1.7,1,18%,18.0,1.4,1,20%,19.9,1.4,1,27%,27.5,1.1,1,22%,21.9,1.8,1,29%,29.4,2.6,---,.,.,---,.,.,---,.,.
                  Persons aged 40 to 59 years (not age adjusted),1,24%,24.2,1.9,1,27%,26.6,2.3,1,27%,27.0,1.9,1,26%,26.1,1.5,1,26%,26.2,1.4,1,28%,28.0,1.4,1,30%,30.0,1.8,1,29%,28.5,1.7,---,.,.,---,.,.,---,.,.
                  Persons aged 60 years and over (not age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  adjusted),1,23%,23.1,2.1,1,20%,20.3,2.1,1,20%,19.9,2.1,1,26%,25.9,1.8,1,24%,24.0,1.6,1,27%,26.7,1.8,1,26%,25.7,1.9,1,28%,27.8,1.9,---,.,.,---,.,.,---,.,.
               Persons with arthritis,1,36%,35.6,4.1,,DNC,.,.,1,33%,32.7,2.8,1,30%,29.7,2.6,1,30%,29.9,1.9,1,40%,40.1,2.6,1,34%,33.6,2.6,1,DNC,35.1,2.2,---,.,.,---,.,.,---,.,.
               Persons without arthritis,1,17%,17.0,1.2,,DNC,.,.,1,18%,18.1,1.2,1,20%,20.4,1.0,1,20%,20.2,1.0,1,20%,20.4,1.0,1,22%,22.0,1.4,1,DNC,20.9,1.0,---,.,.,---,.,.,---,.,.
               Persons with diabetes,1,59%,59.4,6.4,1,54%,53.9,9.0,1,47%,46.7,7.2,1,44%,44.5,4.0,1,41%,41.1,4.1,1,47%,47.1,6.1,1,59%,58.8,6.8,1,70%,70.2,3.6,---,.,.,---,.,.,---,.,.
               Persons without diabetes,1,19%,19.1,1.1,1,19%,19.3,1.2,1,20%,20.1,1.1,1,21%,20.7,0.9,1,21%,21.3,0.8,1,24%,23.7,0.9,1,23%,23.1,1.1,1,27%,26.7,1.3,---,.,.,---,.,.,---,.,.
               Persons with high blood pressure,1,40%,40.3,3.3,1,34%,33.9,3.2,1,37%,37.5,2.9,1,37%,36.9,2.7,,DNC,.,.,1,44%,43.9,3.2,1,41%,41.3,3.2,1,DNC,46.8,2.5,---,.,.,---,.,.,---,.,.
               Persons without high blood pressure,1,15%,15.0,1.1,1,17%,17.3,1.4,1,17%,17.5,1.1,1,19%,18.7,1.0,,DNC,.,.,1,20%,19.8,1.0,1,20%,20.2,1.2,1,DNC,19.3,0.9,---,.,.,---,.,.,---,.,.
            STATE:Oklahoma,1,20%,20.1,0.9,1,22%,21.9,0.9,1,20%,20.0,0.8,1,23%,23.2,0.9,1,23%,23.3,0.6,1,25%,25.0,0.6,1,25%,25.4,0.7,1,29%,29.2,0.7,---,.,.,---,.,.,---,.,.
               American Indian or Alaska Native only,"3,1",26%,25.5,4.7,"3,1",35%,35.4,4.2,"3,1",32%,32.1,3.7,1,27%,27.0,3.1,1,25%,25.5,2.4,1,35%,34.7,2.4,1,37%,36.8,2.8,1,37%,37.1,2.7,---,.,.,---,.,.,---,.,.
               Asian or Pacific Islander only,"3,1",DSU,12.7,4.8,"3,1",DSU,13.4,6.8,"3,1",DSU,13.3,6.3,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,---,.,.,---,.,.,---,.,.
                  Asian only,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,5.5,5.3,1,DSU,7.3,3.3,1,DSU,12.7,3.4,1,DSU,3.9,2.5,1,DSU,2.7,1.9,---,.,.,---,.,.,---,.,.
                  Native Hawaiian or Other Pacific Islander only,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,23.7,11.9,1,DSU,26.8,4.0,1,DSU,47.4,10.3,1,DSU,22.5,13.9,1,DSU,28.4,5.8,---,.,.,---,.,.,---,.,.
               Black or African American only,"3,1",24%,23.9,3.7,"3,1",23%,22.8,3.6,"3,1",26%,25.8,3.2,1,28%,28.0,4.1,1,28%,27.6,2.6,1,29%,29.1,2.5,1,28%,28.2,2.7,1,34%,33.9,3.1,---,.,.,---,.,.,---,.,.
               White only,"3,1",20%,20.0,1.0,"3,1",21%,21.3,1.0,"3,1",19%,19.1,0.8,1,22%,22.4,0.9,1,23%,23.2,0.7,1,23%,23.4,0.7,1,24%,23.8,0.7,1,28%,27.9,0.8,---,.,.,---,.,.,---,.,.
               2 or more races,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,34%,34.2,6.2,1,27%,26.6,4.7,1,31%,30.6,4.2,1,36%,35.9,4.0,1,32%,32.0,3.0,---,.,.,---,.,.,---,.,.
                  American Indian or Alaska Native; White,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,40.0,7.4,1,33%,33.0,6.3,1,32%,32.5,4.9,1,37%,37.2,4.5,1,31%,31.2,3.4,---,.,.,---,.,.,---,.,.
                  Black or African American; White,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,0.0,0.0,1,DSU,32.6,12.1,1,DSU,0.0,0.0,1,DSU,66.7,16.0,1,DSU,26.2,12.5,---,.,.,---,.,.,---,.,.
               Hispanic or Latino,1,DSU,22.5,3.4,1,24%,24.2,4.6,1,20%,20.4,3.9,1,28%,27.9,3.8,1,22%,22.1,3.1,1,35%,35.0,3.8,1,29%,28.6,3.7,1,32%,32.5,3.4,---,.,.,---,.,.,---,.,.
               Not Hispanic or Latino,1,20%,20.4,0.9,1,22%,21.7,0.9,1,20%,20.0,0.8,1,23%,22.9,0.9,1,23%,23.3,0.6,1,24%,24.5,0.6,1,25%,25.1,0.7,1,29%,29.0,0.7,---,.,.,---,.,.,---,.,.
"                  Black or African American only, not Hisp/Latino","3,1",24%,23.7,3.7,"3,1",23%,23.2,3.6,"3,1",26%,25.8,3.2,1,29%,28.6,4.1,1,28%,27.8,2.6,1,29%,28.9,2.5,1,28%,28.2,2.7,1,34%,34.4,3.2,---,.,.,---,.,.,---,.,.
"                  White only, not Hispanic or Latino","3,1",20%,20.1,1.0,"3,1",21%,21.2,1.0,"3,1",19%,18.9,0.8,1,22%,22.4,1.0,1,23%,23.2,0.7,1,23%,23.1,0.7,1,24%,23.6,0.7,1,28%,27.8,0.8,---,.,.,---,.,.,---,.,.
               Female,1,20%,19.5,1.2,1,21%,21.3,1.2,1,21%,20.7,1.1,1,21%,21.0,1.1,1,23%,23.0,0.8,1,25%,24.9,0.8,1,25%,25.1,0.9,1,27%,27.3,0.9,---,.,.,---,.,.,---,.,.
               Male,1,21%,20.7,1.4,1,22%,22.5,1.4,1,19%,19.3,1.1,1,25%,25.3,1.3,1,23%,23.4,1.0,1,25%,25.0,0.9,1,26%,25.7,1.0,1,31%,31.1,1.1,---,.,.,---,.,.,---,.,.
               Less than high school,1,30%,29.7,3.2,1,31%,31.5,3.4,1,28%,28.5,3.0,1,30%,29.6,2.8,1,28%,28.5,2.4,1,29%,28.8,2.2,1,27%,26.5,2.3,1,33%,32.8,2.3,---,.,.,---,.,.,---,.,.
                  Less than 9th grade,1,27%,27.3,7.0,1,35%,34.7,6.8,1,49%,48.5,5.9,1,39%,39.3,5.5,1,26%,26.4,3.8,1,28%,28.3,4.3,1,29%,29.3,4.3,1,38%,38.1,4.6,---,.,.,---,.,.,---,.,.
                  Grades 9 through 11,1,29%,29.3,3.5,1,29%,29.4,3.6,1,24%,24.3,3.0,1,27%,26.9,3.2,1,28%,27.8,2.6,1,28%,28.5,2.5,1,26%,26.1,2.9,1,30%,30.5,2.6,---,.,.,---,.,.,---,.,.
               High school graduate,1,21%,21.1,1.6,1,24%,23.7,1.6,1,21%,20.9,1.4,1,26%,25.5,1.6,1,25%,25.0,1.2,1,28%,28.0,1.1,1,27%,26.6,1.2,1,33%,33.0,1.4,---,.,.,---,.,.,---,.,.
               At least some college,1,19%,18.9,1.3,1,21%,20.6,1.3,1,19%,18.9,1.1,1,23%,22.8,1.2,1,23%,23.2,0.9,1,24%,23.8,0.8,1,26%,26.0,0.9,1,28%,28.5,0.9,---,.,.,---,.,.,---,.,.
                  College graduate and above,1,17%,17.0,1.7,1,19%,19.0,1.9,1,17%,17.4,1.5,1,21%,21.4,1.7,1,20%,20.0,1.2,1,20%,20.1,1.1,1,23%,22.7,1.2,1,25%,25.1,1.3,---,.,.,---,.,.,---,.,.
                  Persons with disabilities,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,33%,33.4,2.4,1,37%,36.7,2.3,1,35%,34.6,1.6,1,34%,34.3,1.8,1,38%,38.2,1.7,---,.,.,---,.,.,---,.,.
                  Persons without disabilities,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,20%,20.4,0.9,1,21%,21.0,0.7,1,22%,21.7,0.7,1,23%,22.8,0.7,1,26%,25.8,0.8,---,.,.,---,.,.,---,.,.
                  Persons aged 20 to 39 years (not age adjusted),1,16%,15.9,1.4,1,20%,19.5,1.5,1,18%,18.4,1.3,1,20%,20.4,1.5,1,21%,21.3,1.1,1,26%,26.3,0.7,1,25%,24.6,1.2,1,28%,27.6,1.3,---,.,.,---,.,.,---,.,.
                  Persons aged 40 to 59 years (not age adjusted),1,27%,27.4,1.8,1,26%,26.0,1.6,1,25%,24.7,1.4,1,27%,27.5,1.5,1,27%,26.8,1.1,1,30%,29.7,1.0,1,28%,28.4,1.1,1,34%,33.8,1.1,---,.,.,---,.,.,---,.,.
                  Persons aged 60 years and over (not age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  adjusted),1,16%,16.4,1.4,1,20%,19.6,1.5,1,15%,15.3,1.2,1,21%,21.3,1.5,1,20%,20.3,1.0,1,21%,21.4,0.9,1,22%,21.9,1.0,1,25%,24.7,1.0,---,.,.,---,.,.,---,.,.
               Persons with arthritis,,DNC,.,.,1,30%,30.1,2.6,1,32%,32.2,2.4,1,35%,34.6,2.7,1,30%,30.0,1.6,1,34%,33.8,1.7,1,36%,36.0,1.8,1,DNC,37.2,1.6,---,.,.,---,.,.,---,.,.
               Persons without arthritis,,DNC,.,.,1,19%,19.2,1.0,1,16%,16.5,0.8,1,20%,19.9,1.0,1,20%,20.2,0.7,1,21%,21.3,0.7,1,22%,21.9,0.8,1,DNC,23.9,0.8,---,.,.,---,.,.,---,.,.
               Persons with diabetes,1,38%,37.5,4.4,1,49%,49.5,5.2,1,39%,39.3,5.1,1,36%,36.2,4.7,1,46%,45.8,3.2,1,57%,57.0,4.3,1,50%,50.1,4.6,1,56%,56.1,3.8,---,.,.,---,.,.,---,.,.
               Persons without diabetes,1,18%,18.1,0.9,1,20%,20.2,0.9,1,19%,18.9,0.8,1,22%,21.5,0.9,1,22%,21.6,0.6,1,23%,22.8,0.6,1,23%,23.0,0.7,1,26%,26.2,0.7,---,.,.,---,.,.,---,.,.
               Persons with high blood pressure,1,34%,33.7,2.5,1,33%,32.6,2.5,,DNC,.,.,1,40%,39.5,2.3,,DNC,.,.,1,44%,43.8,1.9,1,43%,43.5,1.9,1,DNC,42.9,1.9,---,.,.,---,.,.,---,.,.
               Persons without high blood pressure,1,16%,16.0,1.0,1,19%,19.0,1.0,,DNC,.,.,1,18%,18.0,1.0,,DNC,.,.,1,19%,19.1,0.7,1,20%,19.7,0.7,1,DNC,21.3,0.8,---,.,.,---,.,.,---,.,.
            STATE:Oregon,1,18%,18.3,1.0,1,20%,20.0,1.0,1,22%,21.7,0.8,1,22%,21.6,0.9,1,21%,20.8,0.9,1,22%,21.9,0.8,1,21%,21.5,0.7,1,25%,24.8,0.8,---,.,.,---,.,.,---,.,.
               American Indian or Alaska Native only,"3,1",DSU,32.8,6.3,"3,1",DSU,21.0,5.2,"3,1",39%,38.7,5.8,1,DSU,37.7,9.0,1,DSU,24.3,6.2,1,25%,25.5,5.7,1,25%,24.6,6.0,1,31%,30.7,7.1,---,.,.,---,.,.,---,.,.
               Asian or Pacific Islander only,"3,1",DSU,19.9,2.1,"3,1",DSU,0.0,0.0,"3,1",DSU,6.2,3.4,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,,DNC,.,.,---,.,.,---,.,.,---,.,.
                  Asian only,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,4.5,4.1,1,DSU,4.0,3.4,1,DSU,2.7,2.2,1,DSU,5.6,2.8,1,DSU,11.1,4.8,---,.,.,---,.,.,---,.,.
                  Native Hawaiian or Other Pacific Islander only,,DNC,.,.,,DNC,.,.,,DNC,.,.,1,DSU,21.9,10.7,1,DSU,19.5,7.8,1,DSU,24.5,6.5,1,DSU,36.4,8.6,1,DSU,40.8,17.2,---,.,.,---,.,.,---,.,.
